ID,date,title,eventDesc,location,eventTime,category,link,emailId
438,"Sunday, December 21 2014",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
439,"Sunday, December 21 2014",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
440,"Monday, December 22 2014",Information Session: Healthy Civic Campus and Community Initiative,Sponsored by Bob Graham Center for Public Service," Pugh Hall Reading Room, Second Floor
",4 - 5 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/information-session-healthy-civic-campus-and-community-initiative-.php,//www.bobgrahamcenter.ufl.edu/healthy3C
441,"Monday, December 22 2014","Race and Diversity: Building Bridges, Overcoming Adversity, and Moving Forward","Sponsored by The Graduate School, The Florida Society of the Social Sciences, Student Government, Magic 101.3"," The Straughn IFAS Extension Professional Development Center 2142 Shealy Drive
",5:30 - 8 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/race-and-diversity-building-bridges-overcoming-adversity-and-moving-forward-.php,k.sutherland@aa.ufl.edu
442,"Monday, December 22 2014",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
443,"Tuesday, December 23 2014",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
444,"Thursday, December 25 2014","Look Back, Dance Forward",Sponsored by Center for World Arts," McGuire Theatre & Dance Pavilion, G-6 Studio
",12:30 - 1:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/look-back-dance-forward-.php,lcraig@arts.ufl.edu
445,"Friday, December 26 2014",Starry Night,"Sponsored by Florida Museum of Natural History. This event is made possible in part by the UF Astronomy Department, Alachua Astronomy Club, Santa Fe Astronomy Program and Kika Silva Pla Planetarium."," Florida Museum of Natural History
",6 - 10 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/starry-night-.php,//www.flmnh.ufl.edu/starrynight/
446,"Sunday, December 28 2014",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
447,"Monday, December 29 2014",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
448,"Tuesday, December 30 2014",Football vs. South Carolina,YOUR Florida Gators vs. the South Carolina Gamecocks," Ben Hill Griffin Stadium
",12 p.m. kickoff,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/football--vs-south-carolina.php,promotions@gators.uaa.ufl.edu
449,"Wednesday, December 31 2014",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
450,"Thursday, January 01 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
451,"Friday, January 02 2015",Soccer vs. Mercer,YOUR Florida Gators vs. the Mercer Bears," James G. Pressly Stadium
",2 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/soccer-vs-mercer.php,promotions@gators.uaa.ufl.edu
452,"Friday, January 02 2015",Carillon Studio Recital,Carillon Studio Recital," Century Tower
",3 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/carillon-studio-recital.php,lellis@ufl.edu
453,"Saturday, January 03 2015",Mannheim Steamroller Christmas by Chip Davis,Mannheim Steamroller Christmas by Chip Davis," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/mannheim-steamroller-christmas-by-chip-davis-.php,adouglas@performingarts.ufl.edu
454,"Saturday, January 03 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
455,"Sunday, January 04 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
456,"Tuesday, January 06 2015",Executive Vice President of FedEx Talk,Sponsored by Entrepreneurship Club & Student Government Cabinet," Reitz Student Union, Ballroom Salon D
More Info > ",6:15 - 7:30 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/november/executive-vice-president-of-fedex-talk-.php,erick4rodriguez@gmail.com
457,"Wednesday, January 07 2015",Organ Studio Recital,Organ Studio Recital," University Auditorium
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/organ-studio-recital.php,lellis@ufl.edu
458,"Thursday, January 08 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
459,"Thursday, January 08 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
460,"Thursday, January 08 2015",Startup Job/Internship Fair by eClub and CRC,Sponsored by The Entrepreneurship Club," Reitz Union Breezeway
",1 - 4 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/startup-jobinternship-fair-by-eclub-and-crc-.php,kpres26@ufl.edu
461,"Friday, January 09 2015",Empowering Women in Technology Startups (eWiTS) Info Session,Sponsored by Florida Innovation Hub,null,3 - 5 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/november/empowering-women-in-technology-startups-ewits-info-session--1.php,//www.ewits.org/
462,"Friday, January 09 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
463,"Friday, January 09 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
464,"Friday, January 09 2015",Fulbright in a Changing World,Part of UF Fulbright Speakers Lecture Series and International Education Week,null,More info,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/fulbright-in-a-changing-world-.php,//www.eventbrite.com/
465,"Saturday, January 10 2015",Special Events - Nowhere to Go: The Haiti Housing Crisis,Sponsored by UF College of the Arts," Fine Arts B 105
",5:30 - 9 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/special-events---nowhere-to-go-the-haiti-housing-crisis.php,chloeesierraa@ufl.edu
466,"Saturday, January 10 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
467,"Saturday, January 10 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
468,"Saturday, January 10 2015",Lecture: Christopher Michaelson,"""Narratives of Capitalism: Reading and Writing the Future of the Global Economy"" with Christopher Michaelson (University of St. Thomas)"," Hough Hall 150
",5:30 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/lecture-christopher-michaelson.php,skacord@ufl.edu
469,"Sunday, January 11 2015",Pulitzer Prive Winning Journalist: Lucy Morgan,Sponsored by Bob Graham Center for Public Service and the College of Journalism and Communications," Pugh Hall
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/pulitzer-prive-winning-journalist-lucy-morgan.php,kbaron76@ufl.edu
470,"Tuesday, January 13 2015",APIA Affairs: Cross Cultural Masculinities Forum,Sponsored by APIA Affairs," La Casita
",6 - 8 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/apia-affairs-cross-cultural-masculinities-forum-.php,monas@multicultural.ufl.edu
471,"Tuesday, January 13 2015",Agbedidi,Sponsored by UF School of Theatre + Dance," Constans Theatre located in the Nadine McGuire Theatre and Dance Pavilion
","7:30 - 9:30 p.m., Nov. 20 & 21; 2 p.m., Nov. 23","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/agbedidi.php,//www.arts.ufl.edu/
472,"Tuesday, January 13 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
473,"Wednesday, January 14 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
474,"Wednesday, January 14 2015",Polymer Seminar,Sponsored by The George and Josephine Butler Polymer Chemistry Laboratory," Leigh Hall rm 309
",2 - 3 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/polymer-seminar-.php,ha@chem.ufl.edu
475,"Thursday, January 15 2015",Trashformations,Sponsored by Florida Museum of Natural History," Florida Museum of Natural History
More Info > ",5:30 - 8 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/november/trashformations-.php,//www.alachuacounty.us/Depts/PW/Waste/wasteAlternatives/Pages/Trashformations.aspx
476,"Thursday, January 15 2015",Hot Sardines,Hot Sardines," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/hot-sardines.php,adouglas@performingarts.ufl.edu
477,"Thursday, January 15 2015",Agbedidi,Sponsored by UF School of Theatre + Dance," Constans Theatre located in the Nadine McGuire Theatre and Dance Pavilion
","7:30 - 9:30 p.m., Nov. 20 & 21; 2 p.m., Nov. 23","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/agbedidi.php,//www.arts.ufl.edu/
478,"Thursday, January 15 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
479,"Friday, January 16 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
480,"Friday, January 16 2015",Football vs. Eastern Kentucky,YOUR Florida Gators vs. the Colonels," Ben Hill Griffin Stadium
",Kickoff at noon,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/football--vs-eastern-kentucky.php,promotions@gators.uaa.ufl.edu
481,"Friday, January 16 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
482,"Friday, January 16 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
483,"Saturday, January 17 2015",Agbedidi,Sponsored by UF School of Theatre + Dance," Constans Theatre located in the Nadine McGuire Theatre and Dance Pavilion
","2 p.m. today; 7:30 p.m., Nov. 20, 21","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/agbedidi-.php,//www.arts.ufl.edu/
484,"Saturday, January 17 2015",Russian State Symphony Orchestra,"Valery Polyansky, Artistic Director and Chief Conductor Vladimir Feltsman, Piano"," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/russian-state-symphony-orchestra.php,adouglas@performingarts.ufl.edu
485,"Sunday, January 18 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
486,"Monday, January 19 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
487,"Tuesday, January 20 2015",Association of Future Physician Scientists (AFPS) Paid Summer Internship Programs for STEM Undergraduates Workshop,Sponsored by Association of Future Physician Scientists (AFPS)," Sisler Hall Room 340
",7 - 8:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/association-of-future-physician-scientists-afps-paid-summer-internship-programs-for-stem-undergraduates-workshop-.php,//www.facebook.com/events/285759428288763/
488,"Tuesday, January 20 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
489,"Wednesday, January 21 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
490,"Thursday, January 22 2015",Thanksgiving Break - no classes,Thanksgiving Break - no classes,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/thanksgiving-break---no-classes.php,kzemba@ufl.edu
491,"Thursday, January 22 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
492,"Thursday, January 22 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
493,"Friday, January 23 2015",The Good Lovelies,The Good Lovelies," Squitieri Studio Theatre
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/the-good-lovelies-2.php,adouglas@performingarts.ufl.edu
494,"Friday, January 23 2015",Thanksgiving Break - no classes,Thanksgiving Break - no classes,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/thanksgiving-break---no-classes.php,kzemba@ufl.edu
495,"Saturday, January 24 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
496,"Saturday, January 24 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
497,"Sunday, January 25 2015",Thanksgiving Break - no classes,Thanksgiving Break - no classes,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/thanksgiving-break---no-classes.php,kzemba@ufl.edu
498,"Sunday, January 25 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
499,"Monday, January 26 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
500,"Tuesday, January 27 2015",The Good Lovelies,The Good Lovelies," Squitieri Studio Theatre
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/the-good-lovelies.php,adouglas@performingarts.ufl.edu
501,"Tuesday, January 27 2015",Thanksgiving Break - no classes,Thanksgiving Break - no classes,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/thanksgiving-break---no-classes.php,kzemba@ufl.edu
502,"Tuesday, January 27 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
503,"Wednesday, January 28 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
504,"Thursday, January 29 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
505,"Thursday, January 29 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
506,"Friday, January 30 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
507,"Friday, January 30 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
508,"Saturday, January 31 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
509,"Saturday, January 31 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
510,"Sunday, February 01 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
511,"Monday, February 02 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
512,"Tuesday, February 03 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
513,"Tuesday, February 03 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
514,"Tuesday, February 03 2015",UF Board of Trustees Meetings,UF Board of Trustees Meetings,null,All Day,UF Calendar,http://calendar.ufl.edu/event-archive/2014/december/uf-board-of-trustees-meetings.php,jysikes@ufl.edu
515,"Wednesday, February 04 2015",Lecture: Wendy Chun,"This public lecture is part of the 2014-15 speaker series entitled ""The Work of the Humanities: Critical Thinking in Life and Labor"", organized by the UF Center for the Humanities and the Public Sphere."," Smathers Library 100
",5:30 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/december/lecture-wendy-chun.php,skacord@ufl.edu
516,"Thursday, February 05 2015",Nowhere to Go: The Haiti Housing Crisis,Sponsored by University Galleries," Focus Gallery, Fine Arts C
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/nowhere-to-go-the-haiti-housing-crisis-.php,lcraig@arts.ufl.edu
517,"Thursday, February 05 2015",International Photo Show,Sponsored by University Galleries," Grinter Gallery located in Grinter Hall
",Check Website for daily times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/international-photo-show-.php,//www.ufic.ufl.edu/PD/photocontest.html
518,"Friday, February 06 2015",Mediæval Bæbes,Mediæval Bæbes," University Auditorium
",7:30 PM,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/december/medival-bbes.php,adouglas@performingarts.ufl.edu
519,"Saturday, February 07 2015",CINDERELLA,Presented by Danscompany," Phillips Center
",1:30 p.m. and 7 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/cinderella.php,csutherland@performingarts.ufl.edu
520,"Saturday, February 07 2015",Carillon Studio Holiday Recital,Carillon Studio Holiday Recital," Century Tower
",3 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/carillon-studio-holiday-recital.php,lellis@ufl.edu
521,"Sunday, February 08 2015",Sounds of the Season Holiday Concert,Sponsored by College of the Arts," Curtis M. Phillips Center for the Performing Arts
",7 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/sounds-of-the-season-holiday-concert-.php,//www.arts.ufl.edu/
522,"Tuesday, February 10 2015",Fall Honors Theses due to College Advising Offices,Fall Honors Theses due to College Advising Offices,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/fall-honors-theses-due-to-college-advising-offices.php,kzemba@ufl.edu
523,"Thursday, February 12 2015",Empowering Women in Technology Startups (eWiTS) Info Session,Sponsored by Florida Innovation Hub," Florida Innovation Hub
More Info > ",3 - 5 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/november/empowering-women-in-technology-startups-ewits-info-session-.php,//www.ewits.org/
524,"Friday, February 13 2015",The Future of Graduate Education and Research,Sponsored by UF Office of the Provost and the Bob Graham Center for Public Service," University Auditorium
",Thursday 6 - 8:30 p.m.; Friday 8:30 a.m. - 3:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/december/the-future-of-graduate-education-and-research-.php,kbaron76@ufl.edu
525,"Friday, February 13 2015",The Future of Graduate Education and Research,Sponsored by UF Office of the Provost and the Bob Graham Center for Public Service," University Auditorium
",Thursday 6 - 8:30 p.m.; Friday 8:30 a.m. - 3:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/december/the-future-of-graduate-education-and-research-.php,kbaron76@ufl.edu
526,"Saturday, February 14 2015",Open House at Seahorse Key,Sponsored by Sponsored by the U.S. Fish and Wildlife Service in partnership with Seahorse Key Marine Laboratory," Seahorse Key
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/december/open-house-at-seahorse-key-.php,//skml.clas.ufl.edu/2014/12/02/u-f-program-brings-art-and-science-students-at-skml/
527,"Monday, February 16 2015",Fall Commencement,Fall Commencement,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/fall-commencement.php,//www.registrar.ufl.edu/commencement/
528,"Tuesday, February 17 2015",THE NUTCRACKER,Presented by DANCE ALIVE NATIONAL BALLET," Phillips Center
",7:30 p.m. tonight; 2 p.m. Saturday and Sunday,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/the-nutcracker-1.php,csutherland@performingarts.ufl.edu
529,"Tuesday, February 17 2015",Fall Commencement,Fall Commencement,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/fall-commencement.php,//www.registrar.ufl.edu/commencement/
530,"Wednesday, February 18 2015",THE NUTCRACKER,Presented by DANCE ALIVE NATIONAL BALLET," Phillips Center
",2 p.m. Saturday and Sunday,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/the-nutcracker.php,csutherland@performingarts.ufl.edu
531,"Wednesday, February 18 2015",SUGAR PLUM TEA,Presented by DANCE ALIVE NATIONAL BALLET," Fackler Foyer East, Phillips Center
",4 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/sugar-plum-tea.php,csutherland@performingarts.ufl.edu
532,"Wednesday, February 18 2015",CHOCOLATE AND CHAMPAGNE HOLIDAY GALA & DANCING WITH THE STARS,Presented by DANCE ALIVE NATIONAL BALLET," Phillips Center
",8 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/chocolate-and-champagne-holiday-gala--dancing-with-the-stars.php,csutherland@performingarts.ufl.edu
533,"Thursday, February 19 2015",THE NUTCRACKER,Presented by DANCE ALIVE NATIONAL BALLET," Phillips Center
",2 p.m. Saturday and Sunday,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/december/the-nutcracker.php,csutherland@performingarts.ufl.edu
